OBJECTID,HydroID,Division,RivRegNum,RivRegName,SrcFCName,SrcFType,SrcType,SourceID,FeatRel,FSource,AttrRel,AttrSource,PlanAcc,Symbol,TextNote,AlbersArea,Shape_Length,Shape_Area
"146","9400361",North East Coast,"31",CALLIOPE RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2240572226.53335,3.69499998300148,0.198768749981249
"147","9400362",South East Coast (Victoria),"8",LITTLE RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2014-06-20T00:00:00.000,Bureau of Meteorology,"125",,,1057365610.91708,2.1950000080011,0.108337499980004
"148","9400363",North East Coast,"33",BOYNE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2508613901.51943,4.16999998500012,0.223131249833758
"149","9400364",South East Coast (Victoria),"9",BARWON RIVER-LAKE CORANGAMITE, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,9155767593.04813,7.84999999900009,0.939481250356254
"150","9400365",North East Coast,"34",BAFFLE CREEK, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4083951352.83258,7.23000000000013,0.363499999999991
"151","9400366",South East Coast (Victoria),"10",OTWAY COAST, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3822493518.21729,6.54999998899933,0.394893750156254
"152","9400367",North East Coast,"35",KOLAN RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2928064214.00258,5.08000000600055,0.261518749942498
"153","9400368",North East Coast,"36",BURNETT RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,33246322470.5529,15.9400000099994,2.98992500099749
"154","9400369",South East Coast (Victoria),"11",HOPKINS RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,10063967515.8823,7.68999998800075,1.02962500015749
"155","9400370",North East Coast,"37",BURRUM RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3357370080.00806,4.87500000199981,0.300824999920006
"156","9400371",South East Coast (Victoria),"12",PORTLAND COAST, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3978603850.8281,4.81000000900053,0.408812500431255
"157","9400372",South East Coast (Victoria),"13",GLENELG RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,12973272135.8512,8.31500000100164,1.32268750008625
"158","9400373",North East Coast,"38",MARY RIVER (QLD), , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,9493256211.84995,9.03500002200133,0.856318750110008
"159","9400374",North East Coast,"39",FRASER ISLAND, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1663268393.7406,3.79999999999927,0.149050000000013
"160","9400375",South East Coast (Victoria),"14",MILLICENT COAST, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,33199466808.6684,13.7199999910005,3.34570000008876
"161","9400376",North East Coast,"4",STEWART RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2396874767.88342,2.92500000299975,0.200581249836255
"162","9400377",South East Coast (NSW),"4",CLARENCE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,22272968592.1106,12.1000000090004,2.07266249985878
"163","9400378",Carpentaria Coast,"5",TOWNS RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,5406509481.95337,5.02499999999975,0.454818750000001
"164","9400379",South Australian Gulf,"4",TORRENS RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1134957094.8917,2.50499999400029,0.111893750075004
"165","9400380",Tasmania,"4",DERWENT RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,9803563265.19982,10.0749999989999,1.07142499974626
"166","9400381",South West Coast,"4",KENT RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2483805285.13528,4.6050000109999,0.244324999856252
"167","9400382",Tanami-Timor Sea Coast,"4",ISDELL RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,19771509768.5195,21.3349999589996,1.67388750006001
"168","9400383",Pilbara-Gascoyne,"4",GASCOYNE RIVER, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,107503289200.829,28.7349999980013,9.58160624995502
"169","9400384",Lake Eyre Basin,"3",LAKE EYRE, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,105702815665,29.2700000160004,9.7814250001425
"170","9400385",South Western Plateau,"3",SALT LAKE, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,495814598214.273,64.0100000150007,46.0258937494288
"171","9400386",North East Coast,"40",NOOSA RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1893348769.09128,6.00499998699962,0.170681249921253
"172","9400387",North East Coast,"41",MAROOCHY RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1610910008.062,4.12999997400027,0.146187499972502
"173","9400388",North East Coast,"42",PINE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1409911042.76327,2.59499999799971,0.128450000090002
"174","9400389",North East Coast,"43",BRISBANE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,13645075347.3011,9.83499999799881,1.24409999999249
"175","9400390",North East Coast,"44",STRADBROKE ISLAND, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,443667971.862972,2.24499999899933,0.0404812500587434
"176","9400391",North East Coast,"45",LOGAN-ALBERT RIVERS, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4150809638.018,4.85499999899952,0.380787499551259
"177","9400392",North East Coast,"46",SOUTH COAST, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1300028398.65467,2.44999999499993,0.119293749903747
"178","9400393",North East Coast,"5",NORMANBY RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,24743144513.0087,12.2949999789986,2.08106250035625
"179","9400394",South East Coast (NSW),"5",BELLINGER RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3463799760.79523,6.35500001500043,0.325262500452487
"180","9400395",South Australian Gulf,"5",GAWLER RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4704886684.95476,4.35499999100057,0.46136875018374
"181","9400396",Tasmania,"5",KINGSTON COAST, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,652567553.342593,3.74999999899978,0.0722687500462521
"182","9400397",Carpentaria Coast,"6",LIMMEN BIGHT RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,15883497121.6804,7.9450000089991,1.34096875027125
"183","9400398",South West Coast,"5",FRANKLAND-DEEP RIVERS, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,6042218647.7759,7.23000000700063,0.592187500078742
"184","9400399",Tanami-Timor Sea Coast,"5",PRINCE REGENT RIVER, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,14956333259.7251,17.5850000100008,1.26070000005001
"185","9400400",Pilbara-Gascoyne,"5",YANNARIE RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,19881064803.3451,13.7449999890003,1.74723750011125
"186","9400401",North Western Plateau,"2",SANDY DESERT, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,239112360195.216,49.0850000019988,20.63498749979
"187","9400402",North East Coast,"6",JEANNIE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3629221250.47802,6.56999999599918,0.304599999839999
"188","9400403",South East Coast (NSW),"6",MACLEAY RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,11411875059.074,8.99000000500064,1.07566875004875
"189","9400404",Carpentaria Coast,"7",ROSIE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,5067159208.39478,4.37500000199987,0.427037499954998
"190","9400405",South Australian Gulf,"6",WAKEFIELD RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2892311685.61611,4.25500001099954,0.282249999813755
"191","9400406",Tanami-Timor Sea Coast,"6",KING EDWARD RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,17229193017.0184,19.974999992001,1.44673124991875
"192","9400407",Tasmania,"6",HUON RIVER, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,3299607097.72402,5.63999999599991,0.364737499968747
"193","9400408",South West Coast,"6",SHANNON RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1852121343.71221,3.17000001400106,0.182318749865007
"194","9400409",Pilbara-Gascoyne,"6",ASHBURTON RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,75860491673.9241,26.2199999880004,6.69933124968749
"195","9400410",North East Coast,"7",ENDEAVOUR RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2114806906.69357,3.61500000100057,0.178124999866245
"196","9400411",South East Coast (NSW),"7",HASTINGS RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4521359083.04152,4.72999997299985,0.428799999733742
"197","9400412",Carpentaria Coast,"8",McARTHUR RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,19889182568.0582,10.8100000199998,1.68460000039874
"198","9400413",South Australian Gulf,"7",BROUGHTON RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,15278857122.371,14.5150000139994,1.49094374972625
"199","9400414",Tanami-Timor Sea Coast,"7",DRYSDALE RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,25983757883.5501,17.8699999810015,2.18440624983873
"200","9400415",Tasmania,"7",SOUTH-WEST COAST, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,5481615930.41357,11.4899999900006,0.606531250266243
"201","9400416",South West Coast,"7",WARREN RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4419467594.84122,5.61500001200045,0.4327062505425
"202","9400417",Pilbara-Gascoyne,"7",ONSLOW COAST, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,18436579722.1741,12.2000000180017,1.61086250019251
"203","9400418",South East Coast (NSW),"8",MANNING RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,8182540700.76798,6.98500000499951,0.77877499994376
"204","9400419",North East Coast,"8",DAINTREE RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,2185312890.1306,2.99499999599902,0.1846374998825
"205","9400420",Carpentaria Coast,"9",ROBINSON RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,11055858887.83,7.3950000269997,0.936531250100006
"206","9400421",South Australian Gulf,"8",LAKE TORRENS-MAMBRAY COAST, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,66601139193.0952,22.8999999759999,6.317481250045
"207","9400422",Tasmania,"8",GORDON RIVER, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,5650193814.14516,7.19999999300126,0.618918750243751
"208","9400423",South West Coast,"8",DONNELLY RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1709247015.17212,3.36499999999921,0.167306250147502
"209","9400424",Pilbara-Gascoyne,"8",FORTESCUE RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,48715918517.5039,24.1250000219997,4.27806249991748
"210","9400425",North East Coast,"9",MOSSMAN RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,470255090.259824,2.22500000199989,0.0398124999499989
"211","9400426",South East Coast (NSW),"9",KARUAH RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,4371997688.98527,6.79999999900019,0.418843749874986
"212","9400427",Carpentaria Coast,"10",CALVERT RIVER, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,9899095049.6664,8.16499999800033,0.839937499787494
"213","9400428",Tasmania,"9",KING-HENTY RIVERS, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,1792510566.76802,3.60499999700062,0.194893750023749
"214","9400429",South West Coast,"9",BLACKWOOD RIVER, , ,,,2005-07-01T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,22565682609.9657,14.2550000139996,2.19185000015751
"215","9400430",Tanami-Timor Sea Coast,"8",ORD-PENTECOST RIVERS, , ,,,2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,85159188223.1192,24.6700000180008,7.21741249999375
"216","9400431",Pilbara-Gascoyne,"9",PORT HEDLAND COAST, , ,,,2012-11-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125",,,34058162924.4271,15.8250000179992,2.96195000011125
"217","9400432",North East Coast,"23",WHITSUNDAY ISLANDS, , ,"0","0",2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125","0",,202127524.97408,3.02000001700048,0.0174874998962389
"218","9400433",Carpentaria Coast,"24",TORRES STRAIT ISLANDS, , ,"0","0",2012-01-16T00:00:00.000,GEOSCIENCE AUSTRALIA,2012-06-12T00:00:00.000,Bureau of Meteorology,"125","0",,707456642.708968,3.54000001699956,0.058362499991261
