Address,Proportion within,SA2
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937205,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937206,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937207,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937208,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937209,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937250,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937251,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937252,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937253,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937254,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937255,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937256,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937257,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937258,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937259,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937260,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937297,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937298,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937299,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937300,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937301,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937302,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937303,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717937345,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717940859,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT717941104,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT718183723,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT718294359,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT718294360,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT718335214,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
http://linked.data.gov.au/dataset/gnaf-2016-05/address/GAACT718360118,1,http://linked.data.gov.au/dataset/asgs2016/statisticalarealevel2/801051049
